,Trial 1,Trial 2,Trial 3,Trial 4,Trial 5,Trial 6,Trial 7,Trial 8,Trial 9
71,1629977764263,1629978372599,1629978732949,1629982760544,1629983191800,1629984429513,1629988110276,1629988558450,1629989488049
72,1629977770358,1629978376796,1629978735606,1629982765568,1629983196765,1629984434282,1629988113648,1629988561089,1629989492078
73,1629953837224,1629954454072,1629954934339,1629959703787,1629960930933,1629961473327,1629964940806,1629965583880,1629965957913
74,1629953838202,1629954454771,1629954935104,1629959704512,1629960931838,1629961473956,1629964941504,1629965584691,1629965958791
75,1629953846100,1629954463004,1629954945196,1629959712523,1629960940217,1629961482194,1629964950056,1629965594831,1629965967315
76,1629953847007,1629954463728,1629954945857,1629959713214,1629960941331,1629961482941,1629964950675,1629965595510,1629965967985
77,1629953856727,1629954470623,1629954952583,1629959720246,1629960951505,1629961491718,1629964957820,1629965603260,1629965975392
78,1629953859554,1629954474093,1629954955022,1629959723544,1629960954895,1629961494862,1629964960089,1629965606554,1629965978990
79,1630036200462,1630036859521,1630037233982,1630039704538,1630040098065,1630040477719,1630043145521,1630043643679,1630044111957
80,1630036202039,1630036860365,1630037234575,1630039705589,1630040099002,1630040479188,1630043146604,1630043645369,1630044113529
81,1630036208583,1630036864524,1630037242625,1630039712110,1630040104716,1630040485229,1630043152515,1630043651028,1630044119371
82,1630036209696,1630036865552,1630037243475,1630039712976,1630040105418,1630040486029,1630043153229,1630043651647,1630044120092
83,1630036218452,1630036873484,1630037252424,1630039723067,1630040114729,1630040497762,1630043161979,1630043661339,1630044130756
84,1630036221727,1630036877000,1630037255250,1630039726939,1630040117714,1630040500996,1630043164614,1630043664809,1630044134935
85,1629947790641,1629948518444,1629948897045,1629953598699,1629953962172,1629954342723,1629957427334,1629957936061,1629958488180
86,1629947791939,1629948520014,1629948898154,1629953600250,1629953963328,1629954343827,1629957428829,1629957937279,1629958489447
87,1629947796119,1629948523863,1629948901396,1629953604826,1629953967682,1629954350912,1629957433552,1629957944457,1629958494151
88,1629947796842,1629948525729,1629948902154,1629953605563,1629953968407,1629954351801,1629957434329,1629957945431,1629958495424
89,1629947806151,1629948532499,1629948909309,1629953615859,1629953977268,1629954361199,1629957444319,1629957955980,1629958503141
90,1629947809878,1629948535924,1629948912966,1629953619754,1629953981577,1629954365045,1629957447853,1629957959716,1629958507895
91,1630144450963,1630144837732,1630145203968,1630149375556,1630149829332,1630150343614,1630155569269,1630156013170,1630156647370
92,1630144452241,1630144839649,1630145204759,1630149376142,1630149830023,1630150344163,1630155569873,1630156013727,1630156647949
93,1630144460413,1630144843903,1630145209522,1630149387314,1630149834663,1630150349028,1630155574782,1630156027518,1630156655187
94,1630144461163,1630144844763,1630145210194,1630149387976,1630149835406,1630150349761,1630155575580,1630156028531,1630156655925
95,1630144474164,1630144859159,1630145222425,1630149401744,1630149847738,1630150363233,1630155592382,1630156042768,1630156668525
96,1630144478375,1630144863021,1630145225129,1630149405715,1630149851322,1630150366997,1630155595994,1630156046232,1630156673777
97,1630061017803,1630061395198,1630061851375,1630065947374,1630066779757,1630067393517,1630073820286,1630074289565,1630074862511
98,1630061018571,1630061395756,1630061851929,1630065947993,1630066780441,1630067394413,1630073820913,1630074290157,1630074863108
99,1630061024310,1630061400845,1630061857575,1630065953523,1630066786147,1630067400996,1630073826483,1630074296030,1630074869200
100,1630061025315,1630061402014,1630061858565,1630065954780,1630066787404,1630067402196,1630073827749,1630074296889,1630074870075
101,1630061034595,1630061411003,1630061868118,1630065965427,1630066796928,1630067410638,1630073838084,1630074305616,1630074879478
102,1630061038908,1630061415315,1630061871945,1630065970046,1630066799808,1630067414458,1630073841840,1630074309668,1630074885047
103,1630142994819,1630143451254,1630143830880,1630148990299,1630149386378,1630149861060,1630153564345,1630154138234,1630154701148
104,1630142995852,1630143452088,1630143831680,1630148991683,1630149387249,1630149862006,1630153565258,1630154139403,1630154703133
105,1630143000058,1630143457770,1630143838160,1630148997100,1630149391398,1630149867171,1630153575051,1630154143176,1630154713313
106,1630143001069,1630143459047,1630143838900,1630148998565,1630149392540,1630149868023,1630153575724,1630154145614,1630154714753
107,1630143009782,1630143469488,1630143846444,1630149008516,1630149402433,1630149878561,1630153590136,1630154153876,1630154721945
108,1630143014903,1630143476407,1630143849740,1630149014064,1630149405859,1630149882976,1630153594190,1630154157943,1630154726834
109,1630055727351,1630056194834,1630056622586,1630061480759,1630062076034,1630062733845,1630067118696,1630068139727,1630068908118
110,1630055729255,1630056195982,1630056623939,1630061482232,1630062077513,1630062735143,1630067120629,1630068140741,1630068910524
111,1630055735552,1630056201178,1630056629235,1630061491980,1630062083909,1630062739196,1630067127234,1630068145874,1630068920475
112,1630055736179,1630056201818,1630056629929,1630061494366,1630062084664,1630062739878,1630067127994,1630068146579,1630068922887
113,1630055744463,1630056211496,1630056638992,1630061504735,1630062095187,1630062750229,1630067140265,1630068163955,1630068932256
114,1630055748275,1630056215409,1630056641715,1630061508169,1630062099163,1630062754970,1630067143386,1630068168123,1630068937617
115,1630123762356,1630124146306,1630124642830,1630127982960,1630128471765,1630128879021,1630132689545,1630133242843,1630133915720
116,1630123763223,1630124147512,1630124644341,1630127983922,1630128473804,1630128880239,1630132690620,1630133244536,1630133916319
117,1630123770380,1630124153310,1630124651619,1630127990167,1630128478133,1630128885805,1630132696188,1630133249770,1630133923350
118,1630123771252,1630124154367,1630124652481,1630127991716,1630128479206,1630128886732,1630132697058,1630133250757,1630133928304
119,1630123779129,1630124163404,1630124661132,1630128001084,1630128488070,1630128895659,1630132707232,1630133259601,1630133936435
120,1630123783352,1630124167870,1630124665943,1630128005920,1630128492532,1630128899767,1630132710639,1630133263454,1630133941197
121,1630316799652,1630317258043,1630317628985,1630323219553,1630324738454,1630325260359,1630329726994,1630330224257,1630330717568
122,1630316800216,1630317258892,1630317629895,1630323220800,1630324739402,1630325261204,1630329728908,1630330225987,1630330718583
123,1630316810866,1630317267676,1630317642878,1630323236446,1630324751332,1630325274337,1630329748981,1630330238671,1630330730978
124,1630316811674,1630317268823,1630317644864,1630323239609,1630324752175,1630325275226,1630329749994,1630330239392,1630330731791
125,1630316822583,1630317277996,1630317652817,1630323249612,1630324761324,1630325283354,1630329758993,1630330248955,1630330740461
126,1630316826574,1630317280675,1630317655412,1630323253082,1630324765896,1630325287196,1630329763554,1630330253366,1630330743653
127,1630645785110,1630646139649,1630646481957,1630651447702,1630651844531,1630652247813,1630656556016,1630657157971,1630657851266
128,1630645785760,1630646140882,1630646483598,1630651448313,1630651845653,1630652248918,1630656557477,1630657158669,1630657852135
129,1630645790892,1630646148146,1630646487912,1630651454468,1630651851661,1630652253216,1630656565336,1630657166786,1630657858442
130,1630645791795,1630646149265,1630646488982,1630651464612,1630651852774,1630652254330,1630656566714,1630657168121,1630657859312
131,1630645798972,1630646156843,1630646496709,1630651472570,1630651865112,1630652261309,1630656576009,1630657178611,1630657868365
132,1630645802252,1630646160800,1630646499492,1630651476309,1630651869078,1630652264574,1630656579563,1630657183400,1630657871707
133,1630489954862,1630490278565,1630490606582,1630497990096,1630498356627,1630498720782,1630501457946,1630501828922,1630502220098
134,1630489955682,1630490279539,1630490607146,1630497991038,1630498357299,1630498721631,1630501458442,1630501829464,1630502220612
135,1630489966896,1630490285838,1630490612356,1630497998402,1630498365252,1630498726698,1630501466638,1630501836379,1630502227588
136,1630489967538,1630490286698,1630490613138,1630497999223,1630498366046,1630498727356,1630501467341,1630501837647,1630502228273
137,1630489976004,1630490295399,1630490620917,1630498007563,1630498374121,1630498733332,1630501475362,1630501846031,1630502235778
138,1630489980208,1630490297873,1630490623620,1630498010814,1630498377332,1630498737355,1630501478736,1630501849738,1630502239522
139,1630495718957,1630496163009,1630496726994,1630500375689,1630500826384,1630501254205,1630504798240,1630505516525,1630506064218
140,1630495720463,1630496163954,1630496728546,1630500377249,1630500827767,1630501255712,1630504799581,1630505517646,1630506065008
141,1630495730857,1630496174044,1630496740022,1630500386818,1630500837241,1630501263244,1630504811013,1630505526779,1630506074843
142,1630495731920,1630496174903,1630496741000,1630500387606,1630500838062,1630501263901,1630504811706,1630505527615,1630506075553
143,1630495740750,1630496182274,1630496749616,1630500397173,1630500846727,1630501272442,1630504820858,1630505538779,1630506088121
144,1630495744545,1630496185319,1630496752957,1630500400489,1630500850353,1630501276899,1630504824859,1630505542635,1630506092513
145,1630644536365,1630644983598,1630645391309,1630651112601,1630651624782,1630652487231,1630655694481,1630656416804,1630657287066
146,1630644538065,1630644985232,1630645392919,1630651114079,1630651626342,1630652488850,1630655696141,1630656418385,1630657288685
147,1630644543616,1630644989793,1630645396886,1630651120671,1630651630813,1630652493884,1630655701676,1630656423974,1630657292455
148,1630644549797,1630644994876,1630645401006,1630651126935,1630651634595,1630652496827,1630655706585,1630656428359,1630657296309
149,1630644558973,1630645003287,1630645410353,1630651134938,1630651643205,1630652506331,1630655717368,1630656438093,1630657306672
150,1630644563490,1630645006585,1630645413487,1630651138492,1630651648425,1630652510593,1630655722197,1630656442090,1630657309641
151,1630728207310,1630728577674,1630728932224,1630732122589,1630732589532,1630732976610,1630737834635,1630738468474,1630739619227
152,1630728208639,1630728578946,1630728933066,1630732123848,1630732590697,1630732977804,1630737835591,1630738469747,1630739620717
153,1630728213462,1630728585000,1630728937590,1630732129187,1630732595089,1630732982257,1630737845025,1630738475501,1630739625030
154,1630728219740,1630728589382,1630728942232,1630732134865,1630732600214,1630732988975,1630737846076,1630738480543,1630739628544
155,1630728227475,1630728595807,1630728949077,1630732142069,1630732607436,1630732995570,1630737862717,1630738488898,1630739636091
156,1630728232223,1630728598235,1630728952547,1630732145154,1630732610687,1630732998142,1630737866230,1630738492558,1630739638754
157,1630749153655,1630749777609,1630750336891,1630757514042,1630758109141,1630758741830,1630766025685,1630766990736,1630767582902
158,1630749155099,1630749778813,1630750338566,1630757515847,1630758111164,1630758745274,1630766027322,1630766991829,1630767584626
159,1630749159467,1630749784249,1630750342330,1630757520715,1630758115867,1630758750889,1630766031935,1630766996639,1630767589257
160,1630749164900,1630749790008,1630750349613,1630757525625,1630758121237,1630758756581,1630766040585,1630766997455,1630767594441
161,1630749174931,1630749800187,1630750359666,1630757536057,1630758132528,1630758766113,1630766052696,1630767015514,1630767604644
162,1630749178245,1630749803295,1630750363652,1630757540065,1630758136634,1630758769458,1630766056689,1630767020182,1630767606986
163,1630725734197,1630726275722,1630726660573,1630732321209,1630732788540,1630733334921,1630736610805,1630737235209,1630737718296
164,1630725735178,1630726276562,1630726661622,1630732322064,1630732789585,1630733335969,1630736612076,1630737236478,1630737719586
165,1630725739920,1630726281865,1630726667098,1630732327198,1630732795132,1630733340591,1630736617961,1630737241989,1630737724405
166,1630725745836,1630726286575,1630726671406,1630732331787,1630732800143,1630733346011,1630736623798,1630737248118,1630737729144
167,1630725754021,1630726293608,1630726679105,1630732338284,1630732806830,1630733352219,1630736632137,1630737254415,1630737736265
168,1630725758039,1630726297052,1630726682130,1630732342002,1630732810889,1630733355579,1630736636112,1630737258461,1630737740471
169,1631362570994,1631362953080,1631363589313,1631367576268,1631368143774,1631368789698,1631373555168,1631374127996,1631374929471
170,1631362572594,1631362954219,1631363590581,1631367577740,1631368145289,1631368791235,1631373556735,1631374129581,1631374930980
171,1631362579042,1631362962146,1631363597574,1631367586413,1631368153483,1631368799296,1631373565252,1631374140310,1631374938828
172,1631362580025,1631362962959,1631363602172,1631367587203,1631368154504,1631368804968,1631373573116,1631374141282,1631374939942
173,1631362596049,1631362977155,1631363611426,1631367607024,1631368169496,1631368815481,1631373584162,1631374157250,1631374955713
174,1631362603399,1631362981901,1631363614900,1631367614591,1631368174432,1631368821188,1631373588863,1631374165068,1631374961878
175,1630815438066,1630815773280,1630816182106,1630820428415,1630820823970,1630821349910,1630828525031,1630830996473,1630831767534
176,1630815438628,1630815774292,1630816182984,1630820429346,1630820825015,1630821350464,1630828525951,1630830998396,1630831768526
177,1630815442342,1630815777481,1630816185307,1630820434795,1630820828767,1630821356202,1630828531080,1630831002510,1630831774418
178,1630815443229,1630815778972,1630816186573,1630820435701,1630820829912,1630821357078,1630828531863,1630831003378,1630831775244
179,1630815455731,1630815791685,1630816204332,1630820450392,1630820843430,1630821370686,1630828545453,1630831017515,1630831789851
180,1630815459452,1630815795007,1630816207321,1630820463878,1630820846430,1630821373389,1630828548428,1630831021153,1630831793387
181,1631100665723,1631101057892,1631101447863,1631105004235,1631105395881,1631106277502,1631110306916,1631110858666,1631115643813
182,1631100667258,1631101059057,1631101451929,1631105005811,1631105397031,1631106278707,1631110308619,1631110860683,1631115645418
183,1631100673909,1631101063944,1631101457751,1631105019098,1631105403317,1631106285101,1631110314645,1631110867251,1631115659229
184,1631100677809,1631101065015,1631101458830,1631105019751,1631105405814,1631106287516,1631110317372,1631110869190,1631115660367
185,1631100690886,1631101079393,1631101471715,1631105033742,1631105419463,1631106301876,1631110335032,1631110885370,1631115678482
186,1631100695589,1631101084057,1631101474548,1631105038277,1631105423825,1631106305703,1631110341155,1631110898606,1631115683116
187,1631333689206,1631334205113,1631334729998,1631342510886,1631343108916,1631343656612,1631347733866,1631348395369,1631349436690
188,1631333689848,1631334205826,1631334731053,1631342512000,1631343109873,1631343657453,1631347734598,1631348396000,1631349438071
189,1631333694128,1631334211998,1631334737429,1631342517004,1631343114405,1631343663180,1631347740671,1631348400261,1631349448489
190,1631333699081,1631334216976,1631334741768,1631342521463,1631343119113,1631343668270,1631347748626,1631348405560,1631349451241
191,1631333706494,1631334223726,1631334748466,1631342528680,1631343126480,1631343675791,1631347759162,1631348412391,1631349459929
192,1631333710786,1631334229339,1631334751729,1631342538156,1631343131846,1631343679643,1631347763737,1631348417041,1631349464903
193,1631331588804,1631332252103,1631332977640,1631338547896,1631339240717,1631339777454,1631344496143,1631345276572,1631346088788
194,1631331590204,1631332253163,1631332978605,1631338548567,1631339242028,1631339778398,1631344498163,1631345277567,1631346090205
195,1631331596032,1631332257590,1631332983419,1631338554450,1631339248340,1631339782711,1631344506776,1631345284666,1631346097311
196,1631331596966,1631332258479,1631332984215,1631338555581,1631339249185,1631339783502,1631344507790,1631345285730,1631346098021
197,1631331606717,1631332270203,1631332996401,1631338568091,1631339259551,1631339792916,1631344521503,1631345296971,1631346111266
198,1631331611856,1631332274576,1631332999947,1631338572348,1631339264078,1631339797531,1631344525060,1631345301203,1631346114772
199,1633839130773,1633839506038,1633839873591,1633847206297,1633847706794,1633848348453,1633851397076,1633851830304,1633852464611
200,1633839131925,1633839506833,1633839874413,1633847207510,1633847707903,1633848349573,1633851398232,1633851831348,1633852465778
201,1633839137526,1633839510812,1633839879861,1633847213508,1633847712616,1633848354156,1633851403019,1633851836405,1633852471782
202,1633839138971,1633839511510,1633839880967,1633847220478,1633847713545,1633848355154,1633851403802,1633851837242,1633852473255
203,1633839148013,1633839520757,1633839890849,1633847229666,1633847723655,1633848365813,1633851414162,1633851849044,1633852484880
204,1633839152538,1633839526666,1633839894310,1633847234499,1633847727833,1633848369786,1633851418644,1633851854581,1633852489423
